RANK NEW,WORD,IPA,ENGLISH,FREQUENCY,DP RANK,EXAMPLE SENTENCE,,,,,,,,,,RANK NEW
1345,ขอบ,kʰɔ̀ːp,edge,2618,77,เด็กเล็กๆ มักจะเดินชนขอบโต๊ะ,,,,,,,,,,1345
1346,ก้าวหน้า,kâːw nâː,to progress; advance,2876,75,วงการอุตสาหกรรมไทยก้าวหน้าไปอย่างรวดเร็ว,,,,,,,,,,1346
1347,ขนม,kʰà nǒm,candy,2947,74,อย่ากินขนมมากเพราะจะทำให้อ้วน,,,,,,,,,,1347
1348,แพ้,pʰɛ́ː,lose,3007,74,เขาแพ้อย่างไม่มีทางสู้ในการเลือกตั้งสมาชิกสภาเขต,,,,,,,,,,1348
1349,นึกถึง,nɯ́k tʰɯ̌ŋ,think about; remember; regard,2914,74,ฉันอาจจะนึกถึงแฟนเก่า แต่ความรู้สึกก็ไม่วาบหวามใจเหมือนแต่ก่อน,,,,,,,,,,1349
1350,พื้นดิน,pʰɯ́ːn din,ground; land,809,93,เงินยวงเป็นวัตถุธาตุที่หายากมาก มีอยู่ในพื้นดิน โดยมีดินลูกรังหุ้มห่ออยู่เป็นเปลือกนอก,,,,,,,,,,1350
1351,เจตนา,tɕèːt tà naː,intent,6039,47,ในชีวิตนี้ข้าพเจ้าไม่เคยมีเจตนาจะทำให้ผู้อื่นเดือดร้อนหรือขุ่นเคืองใจเลย,,,,,,,,,,1351
1352,ผ่อนคลาย,pʰɔ̀ːn kʰlaːj,relax,1037,91,หมอต้องการให้เขาผ่อนคลายความวิตกกังวลลงบ้าง,,,,,,,,,,1352
1353,เจ้านาย,tɕâw naːj,"master, boss",2236,80,ศาลนี้เป็นที่เคารพนับถือของพระเจ้าแผ่นดิน เจ้านายบางพระองค์ รวมทั้งคนทั่วไปด้วย,,,,,,,,,,1353
1354,กำแพง,kam pʰɛːŋ,wall; barrier,1823,84,ทหารพม่าสุมไฟทลายกำแพงที่สร้างไว้ได้สำเร็จ,,,,,,,,,,1354
1355,นานา,naː naː,many; various,1334,88,ในร้านนี้มีผลไม้นานาชนิดให้ลูกค้าได้เลือกซื้อ,,,,,,,,,,1355
1356,บัญชี,ban tɕʰiː,account,5895,48,เธอมีหน้าที่ทำบัญชีออกใบสั่งของ และออกใบเสร็จรับเงิน,,,,,,,,,,1356
1357,ภูเขา,pʰuː kʰǎw,mountain,1591,86,ภาพภูเขาที่เคยเขียวชอุ่มกลับเป็นเขาหัวโล้นไปหมดแล้ว,,,,,,,,,,1357
1358,ถอน,tʰɔ̌ːn,withdraw; cancel,3907,65,พล.อ.ชวลิตยงใจยุทธถอนตัวจากคณะรัฐบาล,,,,,,,,,,1358
1359,แน่ใจ,nɛ̂ː tɕaj,sure,3195,72,เขาแน่ใจว่าถ้าเขาวิ่งเต้นเขาก็คงจะได้สัญญาจ้างสร้างตึกหลังนี้,,,,,,,,,,1359
1360,วัยรุ่น,waj rûn,young; teenager,2325,79,มีผู้กล่าวว่านักแสดงนักร้องวัยรุ่นในบ้านเรานั้นส่วนมากจะเป็นผู้มีปัญหามาก่อน,,,,,,,,,,1360
1361,ถนัด,tʰà nàt,be skilled; be convenient,1440,87,เหตุผลของฝ่ายที่โต้แย้งจะมีอย่างไรบ้าง ตอนนี้ก็จำไม่ถนัดเสียแล้ว,,,,,,,,,,1361
1362,เกียรติ,kìːat,honor; glory; fame,2381,79,ในความเป็นทหาร เราย่อมให้เกียรติ และไม่ลดศักดิ์ศรีของผู้บังคับบัญชา,,,,,,,,,,1362
1363,กระเป๋า,kràʔ pǎw,bag,4268,62,กระเป๋ามีหลายแบบ เช่น กระเป๋าถือของผู้หญิง กระเป๋าใส่เสื้อผ้า กระเป๋าเอกสาร,,,,,,,,,,1363
1364,อันดับ,ʔan dàp,level; grade; sequence,3515,69,พระสงฆ์นั่งตามอันดับ ขณะที่สวดมนต์,,,,,,,,,,1364
1365,ข้า,kʰâː,me; slave,4947,56,ข้าอยากขอความช่วยเหลือจากเจ้าสักหน่อย,,,,,,,,,,1365
1366,หญ้า,jâː,grass,2279,80,หญ้าเป็นอาหารของสัตว์หลายชนิดไม่เฉพาะแต่ช้าง ม้า วัว และควาย,,,,,,,,,,1366
1367,รอด,rɔ̂ːt,survive,2274,80,ถ้าคนไทยร่วมกันทำธุรกิจนั้นจะไปรอดยาก เพราะไม่เข้าใจในการร่วมกันทำงาน,,,,,,,,,,1367
1368,พึ่ง,pʰɯ̂ŋ,depend on,1550,86,ก่อนที่จะพึ่งใคร เราจะต้องช่วยตัวเองก่อน,,,,,,,,,,1368
1369,หน้าตา,nâː taː,feature,3767,66,คนที่หน้าตาดีมักจะน่าประทับใจเมื่อแรกเห็น,,,,,,,,,,1369
1370,บ้า,bâː,crazy,6194,44,พี่ชายผมบ้าหวย ก่อนหวยออกทุกงวดชอบวิ่งหาเลขเด็ดกับพวกทรงเจ้าเข้าผีเป็นประจำ,,,,,,,,,,1370
1371,แห้ง,hɛ̂ːŋ,dry,2663,76,แกงขี้เหล็กจะต้องมีปลาสลิดแห้งแนมบนโต๊ะอาหาร,,,,,,,,,,1371
1372,เกณฑ์,keːn,criterion; standard,2998,73,การตัดพยางค์ในความเรียง อาจใช้พยางค์ในพจนานุกรมเป็นเกณฑ์ได้อย่างหนึ่ง,,,,,,,,,,1372
1373,เหนื่อย,nɯ̀ːaj,tired,3140,72,หุ่นยนต์ไม่เหมือนคนมันไม่รู้จักเหนื่อย และไม่รู้จักเบื่อ,,,,,,,,,,1373
1374,วิชาชีพ,wíʔ tɕʰaː tɕʰîːp,profession,4554,59,ค่านิยมของคนไทยโบราณคืออยากให้ลูกชายเจนจบในวิชาชีพต่างๆ,,,,,,,,,,1374
1375,ค้าขาย,kʰáː kʰǎːj,trade; buy and sell,1229,89,คนจีนแล่นเรือสำเภาบรรทุกสินค้าจากกรุงเทพฯ มาจอดที่หมู่บ้านสมอเรียงเพื่อค้าขายและซื้อไม้มะค่าบรรทุกกลับกรุงเทพฯ,,,,,,,,,,1375
1376,คุ้มครอง,kʰúm kʰrɔːŋ,to protect; guard,3921,65,แม่ทุกคนจะยอมสู้จนตัวตายเพื่อคุ้มครองลูกของตน,,,,,,,,,,1376
1377,กิจ,kìt,work; duty; business,2062,81,ผู้จัดการมีกิจที่จะต้องทำมากมายก่อนไปต่างประเทศ,,,,,,,,,,1377
1378,เบื่อ,bɯ̀ːa,bored,2356,79,ผมไปเห็นเพียงครั้งเดียวแล้วไม่อยากย้อนกลับไปดูอีกเพราะเบื่อ,,,,,,,,,,1378
1379,ตู้,tûː,cabinet; box,2720,75,ศิลปกรรมของไทยโบราณมีความละเอียดวิจิตรบรรจง ไม่ว่าจะเป็นตู้ โต๊ะ เตียงตั่ง คันฉ่อง เครื่องใช้ไม้สอยต่างๆ และสิ่งก่อสร้างต่างๆ,,,,,,,,,,1379
1380,สัปดาห์,sàp daː,week,3130,72,การคำนวณเหล่านี้บางครั้งอาจกินเวลาเป็นวันหรือเป็นสัปดาห์,,,,,,,,,,1380
1381,ประสาท,pràʔ sàːt,nerve; crazy; mad,2383,78,กัญชาเป็นยาเสพย์ติดแบบกระตุ้นประสาท,,,,,,,,,,1381
1382,เทพ,tʰêːp,deity,3315,70,ศาสนาพราหมณ์เชื่อว่าพระพรหมเป็นผู้สร้างโลกและมีเทพประจำธาตุต่างๆ ประจำสิ่งต่างๆ เช่น ฝนก็มีเทวดาของฝน,,,,,,,,,,1382
1383,พิษ,pʰít,toxin; poison,3313,70,พิษของงูเห่าทำอันตรายต่อระบบประสาท ทำให้กล้ามเนื้ออ่อนแรง ผู้ป่วยซึม และหายใจลำบาก,,,,,,,,,,1383
1384,กำลังใจ,kam laŋ tɕaj,"encouragement, spirit, moral support",2100,81,นักกีฬาต้องการกำลังใจจากผู้ชม,,,,,,,,,,1384
1385,ทีละ,tʰiː láʔ,at a time,1750,84,บริษัทเลือกส่งสินค้าที่มีปัญหาค้างสต๊อกทีละมากๆ,,,,,,,,,,1385
1386,ชั่วคราว,tɕʰûːa kʰraːw,temporarily,1884,83,นักศึกษาเช่าหอพักอาศัยของเอกชนชั่วคราว ก่อนที่จะย้ายเข้าไปหอพักในมหาวิทยาลัย,,,,,,,,,,1386
