Thai,English,Romanization,ipa,Exemple sentence
ตะวันออก,east,tawan-ok,tàʔ wan ʔɔ̀ːk,จันทบุรีเป็นจังหวัดหนึ่งที่อยู่ทางทิศตะวันออกของประเทศไทย
จด,write; adjoin,chot,tɕòt,ผู้ชมจดวิธีทำอาหารอย่างละเอียดจากรายการโทรทัศน์
ราว,about,rao,raːw,ราวที่ทำด้วยลวดจะเป็นสนิม ทำให้เปื้อนผ้าได้
สู้,fight,su,sûː,ชาวมองโกลสู้จนตายหมดทุกคนในสนามรบ เพราะถือว่ามาด้วยกันควรตายด้วยกัน
อบรม,"teach, instruct",aprom,ʔòp rom,บริษัทต้องอบรมโปรแกรมเมอร์ของตนให้มีความคุ้นเคยกับการใช้เครื่องมือ
จง,intent; intention,chong,tɕoŋ,ขอให้นักเรียนจงอย่าขาดเรียน เพราะใกล้สอบแล้ว
เพิ่มเติม,"add; extra, in addition",phoemtoem,pʰɤ̂ːm tɤːm,มีใครจะเพิ่มเติมรายละเอียดของข้อตกลงระหว่างเราอีกหรือไม่
เส้นทาง,route; way; course,senthang,sên tʰaːŋ,ตลอดเส้นทางที่แม่น้ำหวงเหอที่ไหลผ่าน ล้วนเป็นแหล่งกำเนิดอารยธรรมสมัยโบราณของจีน
ปืน,gun,puen,pɯːn,ตำรวจใช้ปืนยิงขู่ผู้ร้าย
โต๊ะ,table,to,tóʔ,แกงขี้เหล็กจะต้องมีปลาสลิดแห้งแนมบนโต๊ะอาหาร
มารดา,mother,marada,maːn daː,เด็กมักชอบไปปรึกษาปัญหากับเพื่อนมากกว่าปรึกษาบิดามารดาหรือครูอาจารย์
รวบรวม,to compile; collect; gather,ruapruam,rûːap ruːam,หอวรรณกรรมรวบรวมผลงานวรรณกรรมของพระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัวและของท้องถิ่นตั้งแต่อดีตถึงปัจจุบัน
เสื้อผ้า,clothing,sueapha,sɯ̂ːa pʰâː,ชายหนุ่มคนหนึ่งใส่เสื้อผ้าปอนๆ เดินป่าวร้องไปตามบาทวิถีที่เนืองแน่นไปด้วยฝูงชน
แต่ก่อน,before; formerly; previously,taekon,tɛ̀ː kɔ̀ːn,แต่ก่อนเขาเคยเป็นทหารพราน เดี๋ยวนี้เขากลายเป็นเจ้าของร้านอาหาร
คุณค่า,value,khunkha,kʰun ná kʰâː,อาจารย์อธิบายให้เห็นคุณค่าของพิธีที่เราประพฤติปฏิบัติอยู่
ภาระ,burden; responsibility,phara,pʰaː ráʔ,เขาอยากจะปลดเปลื้องภาระของเขาให้น้องชายทำแทนเสียที
เลือด,blood,lueat,lɯ̂ːat,คนไทยส่วนใหญ่มักจะมีเลือดจีนผสมอยู่ด้วย
ขีด,mark; scratch,khit,kʰìːt,เด็กเกเรใช้ของแข็งขีดโต๊ะเรียนเป็นรอยเสียหายหมดเลย
เท่ากับ,as; equal to,thaokap,tʰâw kàp,อำนาจของโลกคอมมิวนิสต์ก็เกือบจะเท่ากับอำนาจของโลกฝ่ายตะวันตก
กระแส,stream; river; flow,krasae,kràʔ sɛ̌ː,ความเห็นของนักการเมืองบางคนจะทวนกับกระแสความคิดของคนทั่วไป
ผลิตภัณฑ์,product,phlitphan,pʰà lìt tà pʰan,ในปัจจุบันพลาสติกทำจากผลิตภัณฑ์ปิโตรเลียมและถ่านหินเป็นส่วนใหญ่
พวกเรา,we,phuakrao,pʰûːak raw,พวกเราตกลงกันว่าจะไปงานสัปดาห์หนังสือแห่งชาติ
ตระกูล,clan; family,trakun,tràʔ kuːn,เยาวชนผู้นี้ได้สร้างชื่อเสียงและเป็นแบบอย่างที่ดีให้แก่ตระกูล
ขั้นตอน,step; procedure,khanton,kʰân tɔːn,วิธีทำขนมแบบไทยๆ มีขั้นตอนที่ค่อนข้างยุ่งยากเลยหาคนทำยากขึ้นทุกวัน
บิดา,father,bida,bìʔ daː,ลูกที่ดีควรเชื่อฟังคำสั่งสอนของบิดา มารดา ครู อาจารย์
สิทธิ์,"right, authority",sit,sìt,ราษฎรทั่วราชอาณาจักรเป็นผู้มีสิทธิ์ออกเสียงเลือกตั้งลงคะแนนเสียง
คัน,rod; itch,khan,kʰan,ไฮโดรคาร์บอนทำให้ระคายเคืองนัยน์ตาและคันตามผิวหนัง
